#OTUID	taxonomy	confidence
021d2baccd94404a220c73ab423fc27d	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__uncultured marine microorganism	0.999903874087027
02339852fec2b107f664d06aa54c6efb	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade	1.0
02390e819ec5925bf8c873ede2607186	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Cryptophyta;Class.Cryptophyceae;Subclass.Cryptophyceae_X;Order.Pyrenomonadales;Suborder.Pyrenomonadales_X	0.9999999905906793
0244d6dda0316e2ef5089be90406c7e2	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae;D_5__uncultured;Ambiguous_taxa	0.8652578841322153
0248d2f50ee4a8a067caecae2a74be51	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group	0.9999721585718286
02529c977f9eaa3681d20553e0ff0e9a	Kingdom.Eukaryota;Supergroup.Archaeplastida;Phylum.Chlorophyta;Class.Mamiellophyceae;Subclass.Mamiellophyceae_X;Order.Mamiellales;Suborder.Mamiellales_X;Family.Bathycoccaceae;Genus.Bathycoccus;Species.Bathycoccus	0.9959776674702742
025eb02120953df2dba2c806e31a68d6	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group III;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	0.7269106621298942
02644d8eec1df8ca68a2ac8afa100e53	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__JL-ETNP-F27;Ambiguous_taxa	0.9324801212190275
0271db4cdc890418867521f2928fe996	D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade;D_4__uncultured Chloroflexi bacterium;D_5__uncultured Chloroflexi bacterium;D_6__uncultured Chloroflexi bacterium	0.7119770100519949
027f38efe74225f87c78d5deee882ccf	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II	0.9064608692299146
0297c4c84fd7acf9c30c448746014167	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__uncultured;Ambiguous_taxa	0.733521751629348
0297ebd1b22512bf0384be6e67b6c403	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I	0.9996564037805213
02b2c5f44f9a77ea729838cbb445cf53	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group	0.9731202024872321
02c2322245c8ff89aaa323137799c156	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__marine metagenome;D_3__marine metagenome;D_4__marine metagenome;D_5__marine metagenome;D_6__marine metagenome	0.939309834960326
02c2795c13d5bbdeed22b05a90ef0309	D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__Candidatus Peregrinibacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9968127923514164
02ce520fd3f1b5d8b35fac38c3805867	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Haptophyta;Class.Prymnesiophyceae	0.9999999999999701
02d466356fb016efd9999787e65b81d7	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)	0.9999999999666909
02dffaefe6ceff79b83e987db515596e	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured	0.9070520554270417
02e6f11e70efbe2a3ba8a2612dc7eaaf	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9999774549872839
03035d82c8134641b8ed974facc81142	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__uncultured	0.7877055958856486
0303f0a5615692fbb9483e5a04aea245	Kingdom.Eukaryota;Supergroup.Stramenopiles;Phylum.Ochrophyta	0.9999999999980119
0303f458b0e6c72268d2444d8fc51098	Kingdom.Eukaryota;Supergroup.Stramenopiles;Phylum.Ochrophyta;Class.Chrysophyceae;Subclass.Chrysophyceae_X;Order.Chrysophyceae_XX;Suborder.Chrysophyceae_XXX;Family.Chrysophyceae_XXXX;Genus.Chrysophyceae_XXXXX;Species.Chrysophyceae_XXXXX	0.999465247166572
03108f6b9a3df84cf1aee8aaf0ffec87	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Haptophyta;Class.Prymnesiophyceae	0.9999999999985195
031686c58bcfed2bc2432c542939c88a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9999999998465442
031fcfd3afc61f9164d9b348a843f362	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9261222538315763
032ae3d47a30e3a0c0a2999105cdd2a4	D_0__Bacteria;D_1__PAUC34f;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9435072853001123
033661459eb696861936e942d0269ee5	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__OM60(NOR5) clade;Ambiguous_taxa	0.8016860058166824
033d469677ac44b4e235133367e2bba7	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured	0.9999968757798279
0344164f5070c478be162ddd20634398	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS2b marine group	0.9947559016141233
034e9f19c58eb68e236f6b65b52c8ee2	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured SAR324 cluster bacterium;D_5__uncultured SAR324 cluster bacterium;D_6__uncultured SAR324 cluster bacterium	0.8858109331063185
0357f33e32cab79067bafb1d5697cef5	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__oc32;D_6__uncultured Rhodocyclaceae bacterium	0.7074952162880306
0364b0c6acfab254134220b7a983dcca	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	0.9998298132829128
0369f85477b6b562235afb9e4929f478	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Piscirickettsiales;D_4__Piscirickettsiaceae;D_5__Candidatus Endoecteinascidia;D_6__metagenome	0.8108658512781709
036ad63a1016a3d2d4abd264483c1e62	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__P3OB-42;Ambiguous_taxa;Ambiguous_taxa	0.7417626292372613
0374349ecf0927b3d35c3d5f0581159a	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Haptophyta;Class.Prymnesiophyceae	0.9999999999998335
0375fa29d5fa3ae98bd8d2317348c4a9	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9909282828738439
037a26e3c98313ad33cda8dd3220371a	D_0__Bacteria;D_1__Margulisbacteria;D_2__uncultured marine bacterium;D_3__uncultured marine bacterium;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.7283802493312964
03875cc563a48a8df3ae5ed1407c5b74	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__053A03-B-DI-P58;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9984283280685313
03b75ccfa26499c5a5796ff6121bc179	D_0__Bacteria;D_1__Hydrogenedentes;D_2__Hydrogenedentia;D_3__Hydrogenedentiales;D_4__Hydrogenedensaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9990110053577935
03b882516b6a77519ebb6a1f86003a66	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__uncultured;D_6__uncultured bacterium	0.97642646156165
03bdb57fa02190a619f8d9700359e029	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 21;D_3__uncultured deep-sea bacterium;D_4__uncultured deep-sea bacterium;D_5__uncultured deep-sea bacterium;D_6__uncultured deep-sea bacterium	0.9988933928977647
03c0154cb5e1197d54114683b4226098	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Synechococcus CC9902	0.7904103745487985
03dc82e7cd1be1a1ccceca5466bb7447	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Coxiellales;D_4__Coxiellaceae;D_5__Coxiella	0.9996879434035744
03dd8ecf08cf3e9e6566b0f1622ddc88	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__marine metagenome;D_6__marine metagenome	0.9999999456807146
03de73916f22609170ea860a099c7f59	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__NB1-j;D_4__hydrothermal vent metagenome;D_5__hydrothermal vent metagenome;D_6__hydrothermal vent metagenome	0.9922373911384939
03e4908e2604b5c80880079564d58d19	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__OM182 clade	0.9999987621182953
040743e154ee9f22dc90b969372bd8f1	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9162517811954407
04099e2f29bacfbc482ac0ea7a54c75a	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured marine bacterium;D_3__uncultured marine bacterium;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9986500785930694
041f08f956c3574e46327b794d956314	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sneathiellales;D_4__Sneathiellaceae;D_5__AT-s3-44	0.7246001682694425
04284210bfd53fd929ed20c939a758a1	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group;D_5__unidentified marine bacterioplankton;D_6__unidentified marine bacterioplankton	0.9944943334945702
042a9eed73418c351f73553082f84f6c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__KI89A clade;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9282488423110742
042cd18f7e20d63e6ac04b5076271c4c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8775231777581652
042ff65853694bafaea0d3d09269d2b8	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__Pseudohongiella	0.9999999753398157
043642a11e8abc76939f88da7cd15980	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pir4 lineage;D_6__uncultured planctomycete	0.8758651951093431
043c0466ce2eab4d27837412031ff80a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__uncultured;Ambiguous_taxa	0.7414680331723492
04451e8b8019664cefd54a4f73005020	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II;Ambiguous_taxa;Ambiguous_taxa	0.7378798596939845
0445c7ed0d73d8343076149a22b1d764	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Haptophyta;Class.Prymnesiophyceae;Subclass.Prymnesiophycidae_X;Order.Prymnesiales;Suborder.Prymnesiales_X;Family.Prymnesiaceae;Genus.Prymnesiaceae_X;Species.Prymnesiaceae_X	0.7067875911373516
0452fba2bd293456f02f1e789df46933	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Porticoccaceae;D_5__SAR92 clade;D_6__uncultured marine bacterium	0.9825680997551866
045ffa98168c9a50a3f926f2b067b906	D_0__Bacteria;D_1__Nitrospinae;D_2__Nitrospinia;D_3__Nitrospinales;D_4__Nitrospinaceae;D_5__Nitrospina	0.9937996170950124
0464e34e59d735e0a3ec26dab358a187	D_0__Bacteria;D_1__Margulisbacteria	0.9999981589310408
047595274746919619ef7e9da9900c06	Kingdom.Eukaryota;Supergroup.Stramenopiles;Phylum.Ochrophyta;Class.Bacillariophyta;Subclass.Coscinodiscophyceae;Order.Chaetocerotales	0.911712359341981
048d23f0650fc22f91b8d0ba6890c2cf	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9350246943987234
049671762f8d8a0174d399cff1915cd9	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 21	0.9999999999405466
04a8b1800b49fa97c62d7bb2fd6dd319	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Proteobacteria bacterium JGI 0000113-D06;D_6__Proteobacteria bacterium JGI 0000113-D06	0.9999068576221797
04ae3684b692a8c5e20017c8275a49ae	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured marine bacterium;D_3__uncultured marine bacterium;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9866417889650582
04b9dbe31768579863335797d2fef137	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__OM60(NOR5) clade;Ambiguous_taxa	0.711684975458327
04bba52e6cc2f413b4ccf6ca98aada71	D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade	0.9998180404855384
04bd6e8431453917838dc7fbe4ee9e31	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade	0.9999999999999936
04c4a4bd8a2886120cc31b17a266e089	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9999984684416536
04c4eae44b8324adab1a8edaff3cf65c	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.7690660883391665
04c81f4a69babf14dd28e1f8eeb9bada	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593;Ambiguous_taxa;Ambiguous_taxa	0.9999859564130874
04d3fa5388174739f6b0adf8a47b4114	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)	0.9999999999838591
04d54055f22558b3d68c24b2378a494a	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured marine bacterium;D_3__uncultured marine bacterium;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9760957125646308
04d947cb9df5d7afa10694fff2433c81	D_0__Archaea;D_1__Nanoarchaeaeota;D_2__Woesearchaeia	0.9999993305318068
04db7be8b9271e483521d3023366e687	D_0__Archaea;D_1__Thaumarchaeota;D_2__Marine Benthic Group A;D_3__uncultured thaumarchaeote;D_4__uncultured thaumarchaeote;D_5__uncultured thaumarchaeote;D_6__uncultured thaumarchaeote	0.8598757444242713
04ef4dc2ae8b8b476591b29ef6650a78	D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade	0.9992967688641857
04f86bb36f75286eabf4ae4dae96c7af	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade	1.000000000000003
050f7a9fc69301b4c531aa95764b046a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Piscirickettsiales;D_4__Piscirickettsiaceae;D_5__Candidatus Endoecteinascidia;Ambiguous_taxa	0.9999922897106852
0513766cfb6d1e12a8b7ec1764bd697f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__OM182 clade	0.99999999838167
051cbb4790a446bbb964f348b0843686	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0.9545034346967155
053dc6fc53c7da31535adea47e41dce4	Kingdom.Eukaryota;Supergroup.Hacrobia;Phylum.Haptophyta;Class.Prymnesiophyceae;Subclass.Prymnesiophycidae_X;Order.Prymnesiales;Suborder.Prymnesiales_X	0.8461004709528995
