taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Eukaryota,p:Haptophyta,c:uncultured_eukaryote,o:uncultured_eukaryote	33.0000	6	39.0	74551	.00008048	.1538
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:Coccolithales	48.0000	6	54.0	74551	.00008048	.1111
d:Eukaryota,p:SAR,c:Stramenopiles,o:MAST-11		5	5	74551	.00006706	1.0000
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Teleaulax	64.0000	5	69.0	74551	.00006706	.0724
d:Eukaryota,p:Amoebozoa,c:Tubulinea,o:Euamoebida	2.0000	4	6.0	74551	.00005365	.6666
d:Eukaryota,p:Excavata,c:Metamonada,o:Preaxostyla	4.0000	4	8.0	74551	.00005365	.5000
d:Eukaryota,p:Incertae_Sedis,c:Breviatea,o:NAMAKO-2	7.0000	4	11.0	74551	.00005365	.3636
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Plagioselmis	7.0000	4	11.0	74551	.00005365	.3636
d:Eukaryota,p:uncultured,c:uncultured_marine_alveolate,o:uncultured_marine_alveolate	13.0000	4	17.0	74551	.00005365	.2352
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:Ichthyosporea	18.0000	4	22.0	74551	.00005365	.1818
d:Eukaryota,p:SAR,c:Stramenopiles,o:MAST-9	50.0000	4	54.0	74551	.00005365	.0740
d:Eukaryota,p:Incertae_Sedis,c:Telonema,o:uncultured_eukaryote	167.0000	4	171.0	74551	.00005365	.0233
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Rhodellophyceae	1.0000	3	4.0	74551	.00004024	.7500
d:Eukaryota,p:Amoebozoa,c:metagenome,o:metagenome	1.0000	3	4.0	74551	.00004024	.7500
d:Eukaryota,p:Amoebozoa,c:Tubulinea,o:Leptomyxida	2.0000	3	5.0	74551	.00004024	.6000
d:Eukaryota,p:Amoebozoa,c:Tubulinea,o:Arcellinida	3.0000	3	6.0	74551	.00004024	.5000
d:Eukaryota,p:uncultured,c:uncultured_eukaryote,o:uncultured_eukaryote	4.0000	3	7.0	74551	.00004024	.4285
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Cyanidiales	4.0000	3	7.0	74551	.00004024	.4285
d:Eukaryota,p:SAR,c:Stramenopiles,o:Placididea	5.0000	3	8.0	74551	.00004024	.3750
d:Eukaryota,p:Haptophyta,c:Pav3,o:uncultured_haptophyte	11.0000	3	14.0	74551	.00004024	.2142
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Florideophycidae	12.0000	3	15.0	74551	.00004024	.2000
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:uncultured_Apusomonadidae	13.0000	3	16.0	74551	.00004024	.1875
d:Eukaryota,p:Incertae_Sedis,c:Palpitomonas,o:uncultured_eukaryote	18.0000	3	21.0	74551	.00004024	.1428
d:Eukaryota,p:SAR,c:Stramenopiles,o:uncultured	25.0000	3	28.0	74551	.00004024	.1071
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:AA5F1	25.0000	3	28.0	74551	.00004024	.1071
d:Eukaryota,p:Centrohelida,c:Pterocystis_sp._Oxford3,o:Pterocystis_sp._Oxford3		3	3	74551	.00004024	1.0000
d:Eukaryota,p:Incertae_Sedis,c:Palustrimonas,o:Palustrimonas_yorkeensis	1.0000	2	3.0	74551	.00002682	.6666
d:Eukaryota,p:Excavata,c:Metamonada,o:Parabasalia	1.0000	2	3.0	74551	.00002682	.6666
d:Eukaryota,p:Excavata,c:Metamonada,o:Fornicata	1.0000	2	3.0	74551	.00002682	.6666
d:Eukaryota,p:Centrohelida,c:CV1-B1-93,o:metagenome	1.0000	2	3.0	74551	.00002682	.6666
d:Eukaryota,p:Centrohelida,c:Acanthocystidae,o:Pterocystis	1.0000	2	3.0	74551	.00002682	.6666
d:Eukaryota,p:Amoebozoa,c:uncultured,o:metagenome	1.0000	2	3.0	74551	.00002682	.6666
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:Apusomonas	2.0000	2	4.0	74551	.00002682	.5000
d:Eukaryota,p:Incertae_Sedis,c:Ancyromonadida,o:Ancyromonas	3.0000	2	5.0	74551	.00002682	.4000
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Chroomonas	5.0000	2	7.0	74551	.00002682	.2857
d:Eukaryota,p:Amoebozoa,c:Discosea,o:uncultured_marine_eukaryote	5.0000	2	7.0	74551	.00002682	.2857
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Rhodomonas	7.0000	2	9.0	74551	.00002682	.2222
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Chloroplast	7.0000	2	9.0	74551	.00002682	.2222
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:uncultured_eukaryote	8.0000	2	10.0	74551	.00002682	.2000
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:Filasterea	10.0000	2	12.0	74551	.00002682	.1666
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Proteomonas	10.0000	2	12.0	74551	.00002682	.1666
d:Eukaryota,p:SAR,c:Alveolata,o:Incertae_Sedis	11.0000	2	13.0	74551	.00002682	.1538
d:Eukaryota,p:Incertae_Sedis,c:Breviatea,o:Subulatomonas	13.0000	2	15.0	74551	.00002682	.1333
d:Eukaryota,p:NAMAKO-1,c:uncultured_eukaryote,o:uncultured_eukaryote		2	2	74551	.00002682	1.0000
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:Pavlova		2	2	74551	.00002682	1.0000
d:Eukaryota,p:Amoebozoa,c:Schizoplasmodiida,o:Nematostelium		2	2	74551	.00002682	1.0000
d:Eukaryota,p:Amoebozoa,c:Myxogastria,o:Lamproderma		2	2	74551	.00002682	1.0000
d:Eukaryota,p:Amoebozoa,c:Fractovitelliida,o:Soliformovum		2	2	74551	.00002682	1.0000
d:Archaea,p:Hadesarchaeaeota,c:uncultured_archaeon,o:uncultured_archaeon		2	2	74551	.00002682	1.0000
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:uncultured		2	2	74551	.00002682	1.0000
d:Eukaryota,p:Centrohelida,c:uncultured_eukaryote,o:uncultured_eukaryote	24.0000	2	26.0	74551	.00002682	.0769
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Marine_Group_II	68.0000	2	70.0	74551	.00002682	.0285
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:Phaeocystis	195.0000	2	197.0	74551	.00002682	.0101
d:Eukaryota,p:SAR,c:Alveolata,o:uncultured_marine_dinoflagellate	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:SA1-3C06,c:uncultured_marine_cryptophyte,o:uncultured_marine_cryptophyte	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Opisthokonta,c:Aphelidea,o:uncultured_fungus	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Incertae_Sedis,c:Mantamonas,o:Mantamonas_plastica	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Incertae_Sedis,c:Breviatea,o:Breviata	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:metagenome	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Haptophyta,c:T58,o:uncultured_marine_haptophyte	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:uncultured_marine_eukaryote	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Cryptophyceae,c:Kathablepharidae,o:Hatena	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Cryptophyceae,c:Goniomonas,o:uncultured_cryptophyte	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Centrohelida,c:Incertae_Sedis,o:Spiculophrys	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Centrohelida,c:H1-10,o:uncultured_eukaryote	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Amoebozoa,c:Schizoplasmodiida,o:uncultured_Amoebozoa	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:Amoebozoa,c:Incertae_Sedis,o:metagenome	1.0000	1	2.0	74551	.00001341	.5000
d:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales	1.0000	1	2.0	74551	.00001341	.5000
d:Eukaryota,p:SAR,c:Alveolata,o:uncultured_alveolate	2.0000	1	3.0	74551	.00001341	.3333
d:Eukaryota,p:SAR,c:Alveolata,o:Dinophyceae_sp._Bullet	2.0000	1	3.0	74551	.00001341	.3333
d:Eukaryota,p:Cryptophyceae,c:Kathablepharidae,o:Katablepharis	2.0000	1	3.0	74551	.00001341	.3333
d:Eukaryota,p:Centrohelida,c:Acanthocystidae,o:Choanocystis	2.0000	1	3.0	74551	.00001341	.3333
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Compsopogonales	2.0000	1	3.0	74551	.00001341	.3333
d:Eukaryota,p:uncultured,c:uncultured_marine_eukaryote,o:uncultured_marine_eukaryote	3.0000	1	4.0	74551	.00001341	.2500
d:Eukaryota,p:Opisthokonta,c:Aphelidea,o:uncultured	3.0000	1	4.0	74551	.00001341	.2500
d:Eukaryota,p:Amoebozoa,c:Protosporangiida,o:Protosporangiidae	3.0000	1	4.0	74551	.00001341	.2500
d:Eukaryota,p:SAR,c:Stramenopiles,o:Hyphochytriomycetes	4.0000	1	5.0	74551	.00001341	.2000
d:Eukaryota,p:Opisthokonta,c:Aphelidea,o:Paraphelidium	4.0000	1	5.0	74551	.00001341	.2000
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_archaeon	4.0000	1	5.0	74551	.00001341	.2000
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:uncultured_eukaryote	5.0000	1	6.0	74551	.00001341	.1666
d:Eukaryota,p:Centrohelida,c:H15-6,o:uncultured_eukaryote	6.0000	1	7.0	74551	.00001341	.1428
d:Eukaryota,p:Incertae_Sedis,c:Telonema,o:uncultured_Telonemida	7.0000	1	8.0	74551	.00001341	.1250
d:Eukaryota,p:Incertae_Sedis,c:Rigifilida,o:Rigifila		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Incertae_Sedis,c:Palpitomonas,o:Palpitomonas_bilix		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Incertae_Sedis,c:Ancyromonadida,o:uncultured_freshwater_eukaryote		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Incertae_Sedis,c:Ancyromonadida,o:metagenome		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:eukaryotic_picoplankton_environmental_sample		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Cryptophyceae,c:Goniomonas,o:Goniomonas_sp._SH-6		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Cryptophyceae,c:Goniomonas,o:Goniomonas_pacifica		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:uncultured		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Centrohelida,c:M1-18D08,o:uncultured_marine_eukaryote		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Porphyridiophyceae		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Amoebozoa,c:Protosteliida,o:metagenome		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Amoebozoa,c:Protosteliida,o:Colobanthus_quitensis		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Amoebozoa,c:Dictyostelia,o:Acytostelium		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Amoebozoa,c:Cavosteliida,o:metagenome		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Amoebozoa,c:Archamoebae,o:Incertae_Sedis		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Amoebozoa,c:Archamoebae,o:Entamoebida		1	1	74551	.00001341	1.0000
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Pirellulales		1	1	74551	.00001341	1.0000
d:Bacteria,p:Planctomycetes,c:Brocadiae,o:Brocadiales		1	1	74551	.00001341	1.0000
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_organism		1	1	74551	.00001341	1.0000
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_bacterium		1	1	74551	.00001341	1.0000
d:Archaea,p:Euryarchaeota,c:Thermococci,o:Methanofastidiosales		1	1	74551	.00001341	1.0000
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:Isochrysidales	9.0000	1	10.0	74551	.00001341	.1000
d:Eukaryota,p:Picozoa,c:uncultured_phototrophic_eukaryote,o:uncultured_phototrophic_eukaryote	13.0000	1	14.0	74551	.00001341	.0714
d:Eukaryota,p:SAR,c:Stramenopiles,o:MAST-8	16.0000	1	17.0	74551	.00001341	.0588
d:Eukaryota,p:SAR,c:Stramenopiles,o:MAST-7	17.0000	1	18.0	74551	.00001341	.0555
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:uncultured_marine_eukaryote	23.0000	1	24.0	74551	.00001341	.0416
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:marine_metagenome	28.0000	1	29.0	74551	.00001341	.0344
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Hemiselmis	40.0000	1	41.0	74551	.00001341	.0243
d:Eukaryota,p:SAR,c:Stramenopiles,o:MAST-4	169.0000	1	170.0	74551	.00001341	.0058
d:Eukaryota,p:uncultured_marine_eukaryote,c:uncultured_marine_eukaryote,o:uncultured_marine_eukaryote	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:uncultured_dinoflagellate,c:uncultured_dinoflagellate,o:uncultured_dinoflagellate	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:SAR,c:Stramenopiles,o:uncultured_marine_eukaryote	2.0000	0	2.0	74551	0	0
d:Eukaryota,p:SAR,c:Stramenopiles,o:uncultured_eukaryote	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:SAR,c:Stramenopiles,o:Opalinata		0	0	74551	0	0
d:Eukaryota,p:SAR,c:Stramenopiles,o:MAST-6	2.0000	0	2.0	74551	0	0
d:Eukaryota,p:SAR,c:Stramenopiles,o:MAST-24	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:SAR,c:Stramenopiles,o:MAST-23	7.0000	0	7.0	74551	0	0
d:Eukaryota,p:SAR,c:Stramenopiles,o:MAST-22	5.0000	0	5.0	74551	0	0
d:Eukaryota,p:SAR,c:Stramenopiles,o:MAST-2	12.0000	0	12.0	74551	0	0
d:Eukaryota,p:SAR,c:Alveolata,o:uncultured_marine_alveolate	3.0000	0	3.0	74551	0	0
d:Eukaryota,p:SAR,c:Alveolata,o:uncultured_eukaryote	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:SAR,c:Alveolata,o:uncultured_dinoflagellate	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:SAR,c:Alveolata,o:Acavomonidia	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:SA1-3C06,c:uncultured_eukaryote,o:uncultured_eukaryote	5.0000	0	5.0	74551	0	0
d:Eukaryota,p:Picozoa,c:uncultured_rhodophyte,o:uncultured_rhodophyte		0	0	74551	0	0
d:Eukaryota,p:Picozoa,c:uncultured_picobiliphyte,o:uncultured_picobiliphyte	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Picozoa,c:uncultured_eukaryote,o:uncultured_eukaryote	6.0000	0	6.0	74551	0	0
d:Eukaryota,p:Picozoa,c:uncultured_biliphyte,o:uncultured_biliphyte	7.0000	0	7.0	74551	0	0
d:Eukaryota,p:Picozoa,c:Picomonadida,o:uncultured_phototrophic_eukaryote		0	0	74551	0	0
d:Eukaryota,p:Picozoa,c:Picomonadida,o:uncultured_marine_eukaryote	10.0000	0	10.0	74551	0	0
d:Eukaryota,p:Picozoa,c:Picomonadida,o:uncultured_eukaryote	35.0000	0	35.0	74551	0	0
d:Eukaryota,p:Picozoa,c:Picomonadida,o:uncultured_biliphyte	25.0000	0	25.0	74551	0	0
d:Eukaryota,p:Picozoa,c:Picomonadida,o:Picomonadidae	21.0000	0	21.0	74551	0	0
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:metagenome		0	0	74551	0	0
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:Corallochytrea		0	0	74551	0	0
d:Eukaryota,p:Opisthokonta,c:Aphelidea,o:Aphelidium	10.0000	0	10.0	74551	0	0
d:Eukaryota,p:Opisthokonta,c:Aphelidea,o:Amoeboaphelidium_protococcarum	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Telonema,o:uncultured_Telonema	2.0000	0	2.0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Telonema,o:uncultured_syndiniales		0	0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Telonema,o:uncultured_marine_eukaryote	24.0000	0	24.0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Rigifilida,o:Micronuclearia	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Rigifilida,o:metagenome		0	0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Palpitomonas,o:uncultured_dinoflagellate		0	0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Mantamonas,o:uncultured_eukaryote		0	0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Breviatea,o:Pygsuia		0	0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:Multimonas		0	0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:Chelonemonas		0	0	74551	0	0
d:Eukaryota,p:Incertae_Sedis,c:Ancyromonadida,o:uncultured_eukaryote		0	0	74551	0	0
d:Eukaryota,p:Haptophyta,c:uncultured,o:uncultured_haptophyte		0	0	74551	0	0
d:Eukaryota,p:Haptophyta,c:T58,o:uncultured_eukaryote	177.0000	0	177.0	74551	0	0
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:uncultured	46.0000	0	46.0	74551	0	0
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:SGUH624	11.0000	0	11.0	74551	0	0
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:uncultured_eukaryote	3.0000	0	3.0	74551	0	0
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:Rebecca		0	0	74551	0	0
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:Diacronema	4.0000	0	4.0	74551	0	0
d:Eukaryota,p:Haptophyta,c:Pav3,o:uncultured_eukaryote	2.0000	0	2.0	74551	0	0
d:Eukaryota,p:Haptophyta,c:Haptophyceae_sp._EE-2014,o:Haptophyceae_sp._EE-2014	8.0000	0	8.0	74551	0	0
d:Eukaryota,p:Excavata,c:metagenome,o:metagenome		0	0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:uncultured_Proteomonas	3.0000	0	3.0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:uncultured_Goniomonas	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:uncultured_freshwater_eukaryote	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:uncultured_eukaryote	12.0000	0	12.0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:Kathablepharidae,o:Leucocryptos	47.0000	0	47.0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:Goniomonas,o:uncultured_microeukaryote	2.0000	0	2.0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:Goniomonas,o:Goniomonas_sp._SH-8		0	0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:Goniomonas,o:Goniomonas_sp._ATCC_50108		0	0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:Goniomonas,o:Goniomonas_amphinema		0	0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Hanusia	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Guillardia		0	0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Geminigera	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Chroomonas_sp._M0851		0	0	74551	0	0
d:Eukaryota,p:Centrohelida,c:Raphidiophryidae,o:Raphidiophrys		0	0	74551	0	0
d:Eukaryota,p:Centrohelida,c:metagenome,o:metagenome	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Centrohelida,c:Heterophryidae,o:uncultured_eukaryote		0	0	74551	0	0
d:Eukaryota,p:Centrohelida,c:Heterophryidae,o:metagenome	4.0000	0	4.0	74551	0	0
d:Eukaryota,p:Centrohelida,c:Heterophryidae,o:Heterophrys		0	0	74551	0	0
d:Eukaryota,p:Centrohelida,c:H26-1,o:uncultured_eukaryote		0	0	74551	0	0
d:Eukaryota,p:Centrohelida,c:H15-6,o:Choanocystis_symna	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Centrohelida,c:H15-6,o:Choanocystis_sp._Oxford	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Centrohelida,c:H1-10,o:metagenome		0	0	74551	0	0
d:Eukaryota,p:Centrohelida,c:CV1-B1-93,o:uncultured_centroheliozoan		0	0	74551	0	0
d:Eukaryota,p:Centrohelida,c:Acanthocystidae,o:uncultured_eukaryote		0	0	74551	0	0
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Stylonematales	2.0000	0	2.0	74551	0	0
d:Eukaryota,p:Archaeplastida,c:Glaucophyta,o:Glaucocystis		0	0	74551	0	0
d:Eukaryota,p:Archaeplastida,c:Glaucophyta,o:Cyanoptyche	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:uncultured,o:uncultured_Amoebozoa		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Tubulinea,o:metagenome		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Tubulinea,o:Incertae_Sedis		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Schizoplasmodiida,o:Phalansterium	2.0000	0	2.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Schizoplasmodiida,o:Ceratiomyxella		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Protosteliida,o:Protostelium		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Protosteliida,o:Planoprotostelium		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Myxogastria,o:Protophysarum		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Myxogastria,o:Physarum	2.0000	0	2.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Myxogastria,o:Physarella	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Myxogastria,o:Meriderma		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Myxogastria,o:Didymium	2.0000	0	2.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Myxogastria,o:Comatricha		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Myxogastria,o:Badhamia		0	0	74551	0	0
